App Name,App ID,Price,Rating,Number of Ratings,Developer,Size,Minimum OS Version,Content Rating,Genre,Year
Tidy Color Sort: Organize Game,6497301282,Free,1.0,1,Hira Arshad,145105920,12,4+,Entertainment,2024
Island Rumble - Tower Defense,6502892237,Free,0.0,0,Gameyogi Private Limited,113396736,13,9+,Strategy,2024
Space Control,327244757,$0.99 ,1.0,2,Aleksejs Voloviks,12397568,17,4+,Entertainment,2009
Bug War: Ant Colony Simulator,6477289665,Free,0.0,0,ARCHFIEND STUDIO PRIVATE LIMITED,162193408,13,9+,Strategy,2024
Eat Fruit link link 2,1117325611,Free,0.0,0,顺娥 刘,70644736,9,4+,Lifestyle,2016
Kinder Tamil - Learn Tamil,6447486645,Free,0.0,0,Pranavan Sivarajah,116406272,16,4+,Word,2023
Military Cargo Truck Transport,6504928556,Free,0.0,0,Mohsin Usman,147470336,12,4+,Strategy,2024
Match Away Seat!,6654909168,Free,0.0,0,BUGFIX GAMES ENTERTAINMENT TEKNOLOJI ANONIM SIRKETI,105466880,12,12+,Puzzle,2024
Super ScaryStory For Reasoning,1180480832,Free,3.0,2,Takashi Suetake,23172096,8,12+,Simulation,2016
Piston Demolisher,1665351284,Free,1.0,1,Bahadir Yerdelen,91585536,11,4+,Strategy,2023
Idle Fire Fighter Rich Tycoon,6474822433,Free,0.0,0,Mouli Dey,108246016,12,4+,Simulation,2023
Museum Magnate,1582074758,Free,1.0,1,Three Dragons s.r.o.,242738176,11,12+,Simulation,2021
しんかいぶつ：深海魚・深海生物を潰しまくる放置ゲーム,1197865490,Free,3.0,2,GIZ INC.,42488832,7,9+,Trivia,2017
群英联盟 - 全新独特的名将文字新作,6458001609,Free,5.0,5,达群 林,71603200,14,4+,Strategy,2024
Worm Family - Eat em All,6504657184,Free,0.0,0,BRAVO UNICORN PTE. LTD.,215691264,13,4+,Entertainment,2024
Misere O&X: Avoidance Tactics,1526703568,Free,5.0,1,Nicholas Dean,13161472,13,4+,Entertainment,2020
Cut and Melt,6472183487,Free,0.0,0,Ali Said Yuksel,154973184,12,12+,Strategy,2023
倒塔联盟-经典策略卡牌手游,1442753847,Free,4.5,2,树港 孙,98694144,8,9+,Role Playing,2019
Super Maze Challenge - Escape the Maze,1205958102,Free,0.0,0,Sandeep Bhandari,61850624,7,4+,Puzzle,2017
Shadow Strike : Survival Game,6478028852,Free,0.0,0,pourya nazari,375325696,12,17+,Strategy,2024
Crates!,1100367749,Free,4.5,2,Dag Andersen,21249024,9,4+,Strategy,2016
Hop - Challenge Yourself,6502576195,Free,5.0,6,Semrak LLC,19519488,13.4,4+,Strategy,2024
RuMMy TxL,1178097436,Free,0.0,0,Jose Luis Gonzalez Moreno,14961664,8,4+,Strategy,2016
Cars Merge Master Parking ASMR,6444276852,Free,0.0,0,Atta Mohi Ud Din,81476608,12,4+,Strategy,2022
Carrom Star!,1581072452,Free,0.0,0,Usman Musaddiq,171435008,9,12+,Strategy,2021
Chess Board Master,1602229526,Free,0.0,0,Sumita Hirpara,17036288,12,4+,Board,2021
Checkers Masters,1349278578,Free,0.0,0,Rafal Swiech,101109760,7,4+,Strategy,2018
Nuts And Bolt Sort Puzzle Game,6499468357,Free,0.0,0,Atif Mumtaz,187688960,12,17+,Puzzle,2024
Unblock Bar - Slide and free the puzzle blocks,1266586901,Free,0.0,0,Belen Gonzalez,65460224,8,4+,Puzzle,2017
MTG Life Point Counter,6444663877,Free,5.0,3,Colby Mehmen,761856,16,4+,Strategy,2023
Traffic 3D Car Parking Jam,6472733592,Free,0.0,0,Shahid Mehmood,308815872,12,4+,Entertainment,2023
Constructure,1192730586,Free,5.0,1,Luke Mulholland,16645120,13,4+,Casual,2017
TowerTank,1553743580,Free,5.0,1,显 王,141973504,9,4+,Casual,2021
Port-Loader Ship Driving Craze,1283426352,Free,5.0,1,Sidra Jamshaid,111534080,7,4+,Strategy,2017
MoneyRoll.io,6444380468,Free,5.0,2,BACKPACK GAMES YAZILIM ANONIM SIRKETI,133493760,11,4+,Casual,2022
Tip Top Clicker Challenge,6578445193,Free,3.75,4,Muneeb Ahmed,142918656,12,4+,Strategy,2024
Spades Mania Classic,1580533618,Free,0.0,0,Madras Automation Concepts Private Limited,135173120,11,4+,Card,2021
Yo Ho Ho: Pirates vs Zombies,6504613916,Free,1.75,8,"Qingdao Xingkeyun Network Technology Co., Ltd.",312658944,12,17+,Role Playing,2024
Alibaba And Forty Thieves Plus,1439304472,Free,0.0,0,"Chengdu Phoenix Electronic Arts Co., Limited",74045440,9,4+,Strategy,2018
我选技闯关,1540475891,Free,0.0,0,嘉伟 杨,82830336,11,9+,Strategy,2020
Othello - Mini,1043561919,Free,0.0,0,Roy Ben-Arie,20559872,13,4+,Entertainment,2015
Checkers Stars Online,6450005855,Free,5.0,1,Turbo Labz (Pvt.) Limited,359206912,13,12+,Strategy,2023
Circlebrix: Falling Bricks,6470126521,Free,0.0,0,Ammonite Design Studios Ltd,97659904,12,4+,Strategy,2023
Doll House Design n Decoration,1499446425,Free,0.0,0,Tayyab Rauf,145071104,9,4+,Simulation,2021
AI shogi - シングル対戦専用,6450790008,Free,5.0,5,yasuda shiori,141190144,15,4+,Education,2023
Card Game 28,1628968055,Free,3.0,2,Bitrix Infotech Pvt Ltd,50795520,12,12+,Card,2022
Rush Battles,6479374451,Free,5.0,2,Leijasoft Oy,163701760,13,9+,Action,2024
Board to match,1558849704,Free,0.0,0,Fernando Gonzalez Frias,43113472,11,4+,Strategy,2021
Pool Solitaire,1448391672,Free,2.0,4,Centaur Games,14212096,8,4+,Sports,2019
Shooter Pusher,1610571337,Free,0.0,0,Gigantic Teknoloji Anonim Sirketi,71464960,11,9+,Strategy,2022
Area Fighters,1578363277,Free,5.0,1,Ibrahim Taylan Demirkaya,100517888,11,12+,Casual,2021
Wood Block Puzzle Game offline,1634421044,Free,5.0,1,Vijay Kumar,119715840,11,4+,Strategy,2022
SudokuWare-Create your Sudoku,1607685917,Free,4.0,4,EssentialCapture Inc,15942656,16,4+,Puzzle,2022
ZigZag And Bounce,1619746317,Free,0.0,0,Ferhat Uluca,291940352,11,4+,Strategy,2022
The Auctioneers,1628742293,Free,5.0,1,BACKPACK GAMES YAZILIM ANONIM SIRKETI,125973504,11,4+,Strategy,2022
Block Bliss - Block Puzzle,6475700155,Free,5.0,3,"Yunnan Fanda Building Materials Co., Ltd",366949376,13,4+,Strategy,2024
US Police Truck Simulator Game,6468036497,Free,0.0,0,syed haroon ghazanfar,255595520,13,4+,Role Playing,2023
タクティクスオーダー  【ハクスラ放置RPG】,1317775072,Free,3.66667,3,takafumi hashimoto,94796800,11,4+,Entertainment,2018
猪笼城寨,6446192633,Free,0.0,0,秋江 赵,258801664,10,9+,Entertainment,2023
Brawl Boxes,1048613763,Free,0.0,0,Andrey Dobroradnykh,305884160,11,4+,Strategy,2023
Convey Them All!,6738424587,Free,0.0,0,Eren Polat,130505728,12,9+,Puzzle,2024
Kritters - Roller Monsters,1457836769,Free,0.0,0,Texas PFCG Aplicativos Ltda,200555520,9,4+,Action,2019
Attack Cars! Ragdoll battle,6446395010,Free,0.0,0,faizan khalid,109049856,11,12+,Reference,2023
Run Jelly Fun Race  Jump 3D,1475721170,Free,0.0,0,阳州 张,299361280,10,4+,Strategy,2019
Blood Night : Chess RPG,6505011516,Free,4.5,2,SeungHwan Hong,205264896,13,4+,Sports,2024
Hexa Arena,1630431095,Free,0.0,0,Melih Kavla,70799360,11,9+,Strategy,2022
Germ Emergency,6477444849,Free,2.0,1,OT Ventures,91935744,12,4+,Action,2024
Digitowers,6670794673,Free,0.0,0,Oksana Voloshyna,97136640,12,4+,Strategy,2024
我要开镖局,1566265081,Free,0.0,0,进 乔,726680576,10,9+,Simulation,2021
Fire Math,6450711372,Free,0.0,0,Yeapp Yazilim Anonim Sirketi,240548864,11,12+,Strategy,2023
Idle Coins Clicker,1671583136,Free,0.0,0,Mohd Ajmal,133313536,11,4+,Strategy,2023
Blackjack 21: Win Real Money,6503353624,Free,0.0,0,VOJOY GAMES PRIVATE LIMITED,223744000,12,17+,Puzzle,2024
Jelly Heroes.,1057081368,Free,5.0,1,Timuz,172569600,11,4+,Entertainment,2015
Mini Wars 3D,6467169333,Free,0.0,0,Volodymyr Delinskyi,162058240,12,4+,Strategy,2023
Battle Again: Real-time PVP,6448739213,Free,0.0,0,CheolHee Jung,259814400,12,4+,Entertainment,2024
Construct House Building Truck,1663822992,Free,1.0,1,One Sider Games,81009664,11,4+,Strategy,2023
Crypto Mining Manager,6471923947,Free,1.0,1,Igor Mansurov,39002112,11,4+,Strategy,2023
Slide and Unlock Bloxx Puzzle,1189260921,Free,0.0,0,Sandeep Bhandari,50618368,8,4+,Puzzle,2017
Biscas World,1257182818,Free,4.0,1,BONAKO,49156096,12,12+,Strategy,2017
Brain Training - Block Puzzle,1154361480,Free,5.0,1,SATO MISUZU,147069952,7,4+,Strategy,2016
Iron Wings!,6474856340,Free,0.0,0,ANTONIN RENE CHAPELON,502580224,12,17+,Strategy,2024
Mafia Crime City Open World,6478844525,Free,0.0,0,Noman Zaib,321686528,11,17+,Adventure,2024
Bottle Shoot Archery Games,1363857211,Free,0.0,0,Mohd Ajmal,135887872,6,4+,Strategy,2018
World Conqueror - Arena Wars,6465694861,Free,0.0,0,Adam Csukas,184364032,13,9+,Casual,2023
Archery Bow Shooting Games,6477518771,Free,0.0,0,Kashif Salman,232470528,12,17+,Strategy,2024
Super Thief 2,920814354,Free,5.0,2,国财 胡,43141120,12,4+,Strategy,2018
Chess Ultimate,1560046518,Free,5.0,5,Jesse Lugassy,499477504,12,12+,Board,2021
小游戏-翻金币,889963558,Free,0.0,0,伟 曹,23382016,13,4+,Strategy,2014
Helvetreis Full,1531884444,Free,0.0,0,Xavier Malagoli,106031104,13,4+,Puzzle,2020
Coffee Match,6737908395,Free,0.0,0,Virtual Projects Oyun Yazilim Ve Teknoloji Limited Sirketi,95706112,13,4+,Puzzle,2024
Wood Nuts Bolts Puzzle:Unscrew,6480581273,Free,0.0,0,Asad Ullah,127346688,12,4+,Puzzle,2024
Yarn Blast,6479173683,Free,5.0,1,Yesim Vatansever,122472448,12,4+,Puzzle,2024
Fit Them All!,1632071992,Free,0.0,0,FURTLE GAME OYUN ANIMASYON YAZILIM VE BILISIM TEKNOLOJILERI TICARET ANONIM SIRKETI,137525248,11,4+,Simulation,2022
CRO Fantasy,6450846560,Free,0.0,0,Filip Santic,23758848,13.4,4+,Sports,2023
Building Blocks Master,1488276789,Free,0.0,0,hideyuki kubo,41409536,16,4+,Education,2019
Drones Battle,1463484213,Free,3.0,2,Heatherglade Publishing Korlatolt Felelossegu Tarsasag,344210432,10,4+,Strategy,2019
Wall Logic,1055270884,Free,5.0,2,Yuki Fujimoto,8342528,14.4,4+,Entertainment,2015
Merge Casual: Master Merge,1660507736,Free,0.0,0,"DIVMOB CO., LTD",110484480,11,12+,Strategy,2022
Jungle Board Game(TigerVsGoat),6450746601,Free,5.0,2,Mandala IT Solutions Pvt Ltd,87221248,11,17+,Strategy,2023
Ocean Rage,6738985658,Free,0.0,0,Amirahmad Bornaee,518603776,12,9+,Strategy,2024
Parking Lot Rush,1661381515,Free,0.0,0,elias sleiman,204141568,11,4+,Strategy,2023
바둑 사활 - 3000 문제 - 석문기원 실전사활,6447662233,Free,1.0,1,jongsin kim,165791744,11,4+,Strategy,2023
Layer Match!,6475570447,Free,2.0,1,Virtual Projects Oyun Yazilim Ve Teknoloji Limited Sirketi,110650368,12,12+,Puzzle,2024
Sonar Attack Submarine Battle,1543576415,Free,3.0,1,akira hashimoto,55312384,12,4+,Simulation,2021
Money Box!,6446092021,Free,0.0,0,Virtual Projects Oyun Yazilim Ve Teknoloji Limited Sirketi,81495040,11,4+,Strategy,2023
Miner Hole,6504278277,Free,0.0,0,Ozgur Taskin,164520960,13,12+,Action,2024
Hexagon Battle,1593389458,Free,0.0,0,CHEF GAME STUDIO YAZILIM TEKNOLOJILERI LIMITED SIRKETI,87504896,11,4+,Strategy,2021
Coin Shower,1146831875,Free,0.0,0,Jongchan Yoon,179049472,11,4+,Strategy,2016
Fewer - Math Game,1046402839,Free,5.0,2,squishLogic LLC,942080,13,4+,Strategy,2016
Color Man : Run,6467734018,Free,0.0,0,Jaymin Sorathiya,105035776,12,4+,Casual,2023
失落战境 - 末日生存策略游戏,1642278410,Free,1.0,1,"Shenzhen Ketexun Technology Co., Ltd",251229184,10,17+,Strategy,2022
Hero Making Run,6529530951,Free,2.0,1,Halit Altuntas,151606272,12,12+,Strategy,2024
Screw Jam: Nuts & Bolts Puzzle,6504238648,Free,0.0,0,Ahmad Ashfaq,145200128,12,12+,Puzzle,2024
Village Leading,1609385812,Free,0.0,0,seiji sano,75642880,11,4+,Simulation,2022
Guide to The Heist,441349170,$0.99 ,0.0,0,What An App PVT LTD,17864592,4,4+,Strategy,2011
Elven Rivers Chapter 3,6550899906,Free,5.0,2,8FLOOR LTD,1050575872,12,4+,Board,2024
三國之十八路諸侯-經典回合制策略手游,1624404861,Free,1.0,1,"Xiamen Afujia Network Technology Co., Ltd",112556032,11,9+,Strategy,2022
Slot Merge,6451968791,Free,0.0,0,QUOK GAMES BILISIM TEKNOLOJI TICARET ANONIM SIRKETI,112753664,11,4+,Strategy,2023
一本道タワーディフェンス 伝説の宿屋の伝説,828812207,Free,5.0,2,Qooga Create Limited company,26108928,6,9+,Entertainment,2014
(TicTacToe)³,1412179757,Free,5.0,1,Henrik Storch,18494464,12,4+,Entertainment,2018
Darts Checkout Trainer,6504090669,Free,0.0,0,Alex Goulder,4941824,17.2,4+,Games,2024
Speed X: Offline Game,1562843593,Free,4.0,1,JUGLO LTD,174012416,11,4+,Entertainment,2021
tummple mix Game Play App,1505443222,Free,0.0,0,Komarc Holdings Limited,32206848,11,4+,Board,2020
Mini Car Racing Stunt Game 3D,1661409727,Free,0.0,0,Muhammad Zeeshan,121221120,11,4+,Strategy,2022
Heroes Chained,1669286018,Free,5.0,3,Inventuna Teknoloji Anonim Sirketi,796431360,12,17+,Strategy,2023
Gold Rush Miner 3D,6736394989,Free,0.0,0,Amirahmad Bornaee,143926272,12,9+,Card,2024
Coin Pusher Defense,6475706439,Free,5.0,1,OT Ventures,84192256,12,4+,Strategy,2024
Bistro Food Blast,6447681998,Free,5.0,1,Haroon Swati,160118784,11,4+,Simulation,2023
Elven Rivers Chapter 1,6447468041,Free,5.0,4,8FLOOR LTD,1496579072,13,4+,Casual,2024
Math Manipulatives,1312459300,$0.99 ,5.0,2,"I Teach Tiny Humans, LLC",4329472,13,4+,Strategy,2017
Hexium,1419259691,Free,4.0,1,Prairie West Software Consulting,61058048,8,4+,Puzzle,2018
Bug Battle 2D,6479356690,Free,4.33333,3,Dats Games LTD,130428928,12,9+,Puzzle,2024
Dr. Xiangqi,1490919282,Free,0.0,0,SUD Inc.,22269952,12,4+,Board,2019
Doomsday Shooter,6485140345,Free,0.0,0,Saira Parveen,143527936,11,9+,Casual,2024
STALKER defender bunker 3D,1118852973,Free,0.0,0,Valentin Tsimbalyuk,103486464,9.1,12+,Strategy,2016
天剑诀初章-经典回合制单机rpg手游,1193444729,Free,1.0,1,Beijing Bochuang wuxian Culture media co Ltd,123779072,7,9+,Role Playing,2017
Pizza Jam!,6477823638,Free,0.0,0,Virtual Projects Oyun Yazilim Ve Teknoloji Limited Sirketi,124527616,12,12+,Puzzle,2024
Super Red: Control Time Action,1616313951,Free,0.0,0,Umut Karakoc,48521216,10,4+,Strategy,2022
Smart Billiards Scorekeeper,6478103906,Free,0.0,0,Sam Malcolm,29061120,12,4+,Sports,2024
Smart Gun 3D,1661941109,Free,1.0,1,BREW OYUN YAZILIM VE PAZARLAMA ANONIM SIRKETI,85612544,11,9+,Simulation,2022
Tales of Partia,6499560676,$3.99 ,3.83333,6,Imago Software,71074816,13.5,17+,Strategy,2024
Infinite Discovery - AI Crafts,6503708140,Free,5.0,1,Pear Studios e.U.,75101184,12.2,9+,Strategy,2024
Evolution Day!,1601053902,Free,2.0,1,Anka Studios Yazilim ve Pazarlama Limited Sirketi,614477824,11,4+,Strategy,2022
Chess Visualizer,1623300877,Free,0.0,0,Botan Sahin,27692032,11,4+,Board,2022
Idle Defense - The Captain,6476687701,Free,0.0,0,Duy Vu,312193024,13,12+,Entertainment,2024
SuperScaryStory2 For Reasoning,1188565427,Free,0.0,0,Takashi Suetake,23962624,8,12+,Strategy,2016
Bolt Sort Quest,6587572140,Free,0.0,0,Wixot Studios Limited,141571072,12,12+,Strategy,2024
Kevin Toms Football Game 2,1508889817,Free,0.0,0,Kevin Toms,132185088,13,17+,Sports,2023
Ball Pit Cleaner,1639113214,Free,0.0,0,ADEN GAMES BILISIM TEKNOLOJILERI VE PAZARLAMA LIMITED SIRKETI,112939008,11,4+,Simulation,2022
Mothership Idle Tower Defense,6444686527,Free,4.66667,3,JASON ERIC BERNHARDT,153208832,12,4+,Casual,2022
Tile Jam - ASMR Unblock Tiles,6596812780,Free,0.0,0,ayush singla,97921024,12,4+,Puzzle,2024
City io,1586772510,Free,0.0,0,Cihad Dogan,146584576,10,9+,Strategy,2021
Knock Ball Shooting Down,1575689498,Free,2.0,1,Try Sothea,73468928,12,4+,Strategy,2021
Power Defence,6478115725,Free,2.0,1,Dipayon Debnath Dip,176899072,12,9+,Strategy,2024
Number Fever 3D,1668793533,Free,2.0,2,Bahadir Yerdelen,82103296,11,4+,Strategy,2023
3 Drops of water,1208139827,Free,0.0,0,国财 胡,17176576,12,4+,Puzzle,2017
Fashion Organizer,6467411366,Free,0.0,0,bugra bayrak,101669888,12,4+,Strategy,2023
Draw Dop : Physic Puzzle,1633019924,Free,0.0,0,nguyen trung,265819136,13,4+,Puzzle,2022
Tennis Metrics,6448073378,Free,0.0,0,Tennis Metrics,32649216,13.4,17+,Sports,2023
Pichuu,768427170,Free,0.0,0,Guisse Ngourane,60735488,9.3,4+,Strategy,2013
FPS Sniper Gun Military Combat,6476391619,Free,0.0,0,Madiha Javed,170844160,12,17+,Strategy,2024
Plane Logic,6451004744,Free,5.0,2,Robert James Shockey,10265600,16.4,17+,Strategy,2023
Sand Alchemy,1626831611,Free,0.0,0,Patryk Zielinski,71269376,12,4+,Puzzle,2022
外婆的澎湖湾,1621012664,Free,0.0,0,秋江 赵,246631424,10,9+,Simulation,2022
Sort Wings: Skyward Harmony,6477381924,Free,0.0,0,Zahid Iqbal,112070656,11,4+,Strategy,2024
Neon Circuit!,6446799024,Free,0.0,0,Anka Studios Yazilim ve Pazarlama Limited Sirketi,129091584,12,4+,Strategy,2023
Potatoes on Mars: Stack Cards,6470935498,Free,1.5,2,TPG TECNOLOGIA DA INFORMACAO LTDA,117286912,12,4+,Strategy,2023
Damath - Play and Learn,6462192770,Free,0.0,0,Cydrick Nonog,33426432,11,4+,Strategy,2023
Super President - Idle Game,1615212125,Free,1.0,2,Lemonshark Games Inc.,540465152,11,12+,Entertainment,2022
Idle Restaurant 我的餐厅,1495142860,Free,3.5,2,Traci Weyman,199623680,9,4+,Simulation,2020
Grave Master!,1640261232,Free,0.0,0,FURTLE GAME OYUN ANIMASYON YAZILIM VE BILISIM TEKNOLOJILERI TICARET ANONIM SIRKETI,137018368,11,4+,Puzzle,2022
Zombie Hazard,1027259834,Free,0.0,0,7QUARK LTD.,181721088,9,12+,Entertainment,2015
City Train Driver 3D Simulator,6444288218,Free,5.0,2,Muhammad Anees Anees,371651584,11,4+,Racing,2022
命运之戒,1439763639,Free,0.0,0,"Wuhan Tiny Network Technology Co., Ltd.",334175232,8,12+,Card,2018
Real Estate Tycoon: Quick Flip,6478163219,Free,5.0,5,isay gilyadov,357655552,12,17+,Strategy,2024
Excavator Simulator REMAKE,6447525843,$2.99 ,0.0,0,idris Celik,313571328,15,4+,Simulation,2023
Catan Dice & Timer App,6599844901,Free,0.0,0,Andraz Polajzer,37534720,13.4,4+,Board,2024
Army Transport Military Game,6504255148,Free,0.0,0,MUHAMMAD WASEEM,396360704,12,12+,Simulation,2024
Car Tow Jam,6456449884,Free,0.0,0,Virtual Projects Oyun Yazilim Ve Teknoloji Limited Sirketi,111483904,11,12+,Puzzle,2023
Idle Sushi Restaurant 3D,6444590407,Free,0.0,0,Vinh Luu,99338240,12,4+,Strategy,2022
Total Board Battles,1488600908,Free,0.0,0,Evgeny Grishakov,170924032,9,4+,Puzzle,2020
Merge & Crush,1669724918,Free,5.0,3,Vadim Gladkikh,91112448,11,4+,Strategy,2023
Artillerists BnP,1585507409,$2.99 ,4.42856,7,Mikhail Martynovskiy,51462144,12,12+,Board,2021
Forces o'War,6727014444,Free,3.66667,3,"Saintsrow, Inc.",59950080,13,9+,Role Playing,2024
Square and Circular,1068916272,Free,0.0,0,娟 杜,18446336,12,4+,Strategy,2016
Hero War - Army Tycoon,6478299093,Free,0.0,0,Zohaib Hassan,157879296,11,12+,Strategy,2024
Mafia Clicker: City Builder,1669115978,Free,5.0,3,Kelson Kugler,390068224,11,12+,Action,2023
The Stacker Mania  Happy Stack,986290658,Free,5.0,2,Macrobian Games,80164864,12,4+,Entertainment,2015
AI Chess GPT,6476107978,Free,3.0,2,Omer Saatcioglu,55041024,14,17+,Strategy,2024
Merge Tower War,1616164768,Free,0.0,0,Balzo srl,117822464,11,9+,Action,2022
Neogenesis - Auto Combat TCG,6447477403,Free,2.0,1,Tung Tran,320396288,12,9+,Entertainment,2023
Stickman Wars - Stickman Games,6467222502,Free,0.0,0,Muhammad Shah Ahmed,106470400,12,12+,Strategy,2023
yolo spin-Magic,6448234851,Free,5.0,2,THUAN PHAT SOCK TRADING - PRODUCTION COMPANY LIMITED,165296128,10,9+,Strategy,2023
Superhero Sim: Idle Jail,1616148663,Free,0.0,0,Liquid Parrot,696471552,11,9+,Entertainment,2022
Epic Fort Battle Strike Fight,6505054457,Free,0.0,0,Sikander Khalid,256768000,11,12+,Strategy,2024
M-Tile,1378132831,Free,5.0,1,Abnormal Head LLC (CA),34918400,12,4+,Strategy,2018
King Of The Forest,6450975838,Free,0.0,0,omer cetin,119954432,12,9+,Strategy,2023
Blow Factory,1642220785,Free,0.0,0,Anka Studios Yazilim ve Pazarlama Limited Sirketi,119822336,11,4+,Casual,2022
Stick Fit!,6454961729,Free,0.0,0,Virtual Projects Oyun Yazilim Ve Teknoloji Limited Sirketi,106699776,11,12+,Puzzle,2023
Crazy Sort 3D,6612036114,Free,0.0,0,Hicham Elfadil,84587520,12,4+,Strategy,2024
O-ZONE - Protect the Earth,1477671851,Free,0.0,0,Robbie Elias,84688896,8,4+,Strategy,2019
SkiaLogic,1443179707,Free,5.0,1,"SPCWARE, LLC",131504128,10,4+,Strategy,2018
Scordle - Track & Share Scores,6446788824,Free,5.0,2,Bradley Zellman,30571520,16,4+,Games,2023
Manage Balls,1660563048,Free,0.0,0,Ozgur Taskin,85181440,13,4+,Simulation,2023
Product Merger,1640031587,Free,3.0,1,Hande Oney,60103680,11,4+,Action,2022
Reverse Stone - Classic game,1570016988,Free,4.0,1,Hirokazu Uno,5760000,14,4+,Board,2021
Warzone Tournaments,6478592535,Free,0.0,0,WZT,24757248,12,17+,Games,2024
Challenge Blueprint,1414041823,Free,5.0,2,国财 胡,36921344,8,4+,Puzzle,2018
Escape The Living Nebula,1600474750,Free,5.0,3,Plimmerton Games Limited,300517376,11,9+,Strategy,2022
High Speed Rail Road Crossing,6473810165,Free,5.0,1,Muhammad Rehan Asghar,113472512,11,12+,Strategy,2023
Fill The Hole! 3D,1660212188,Free,2.0,1,QUOK GAMES BILISIM TEKNOLOJI TICARET ANONIM SIRKETI,91839488,11,4+,Puzzle,2022
Legend Legion: Merge Idle TD,6459320428,Free,0.0,0,Haizhou Zhang,368990208,11,4+,Card,2023
Apex War - Fight for Hegemony,1592054636,Free,0.0,0,"HONG KONG LANQIAO TECHNOLOGY CO., LIMITED",258788352,10,12+,Strategy,2021
Shabdo Search,1509136173,Free,4.25,8,Darpan Patel,25128960,10,4+,Strategy,2020
Quarked! Subatomic Match,1246743319,Free,0.0,0,The University of Kansas,40524800,11,4+,Puzzle,2017
Emoji Inspired,6470262020,Free,1.0,1,Muzaib Ali,197747712,12,9+,Puzzle,2023
Cute Clash,1530686196,Free,0.0,0,Texas PFCG Aplicativos Ltda,144717824,10,9+,Strategy,2020
Ball To Hole!,6503072022,Free,0.0,0,Two Page Games Yazilim Oyun Teknolojileri Ticaret Anonim Sirketi,104287232,12,4+,Puzzle,2024
Dice Random,1509973056,Free,0.0,0,Shih ju Yang,107692032,11,4+,Strategy,2020
成金戦国時代 / 成金戦国時代全国版,865943539,Free,0.0,0,Lynus Inc.,12613632,12,4+,Strategy,2014
Chess Game : Chess Kasparov,1664590491,Free,5.0,1,SEYDOU BERTHE,51509248,12.4,4+,Board,2023
沙场对决正版,1599026450,Free,3.0,2,眉宇 李,47184896,12,4+,Casual,2021
Trial of Titans,1458792323,Free,5.0,1,Oktagon Desenvolvimento de Jogos Eletronicos LTDA,281411584,11,9+,Role Playing,2022
Bards and Bandits,1593406115,Free,5.0,1,arludo Pty Ltd,137535488,12,4+,Puzzle,2021
Push boxes: Logic puzzle,977326353,$3.99 ,5.0,2,Valerii Andrusyk,21555200,15.6,4+,Strategy,2015
SortnScrew,6654912971,Free,5.0,1,BUGFIX GAMES ENTERTAINMENT TEKNOLOJI ANONIM SIRKETI,100125696,12,12+,Strategy,2024
Escape Pools Horror Rooms Game,6502403115,$0.99 ,3.5,2,Muhammad Qasim Ali,122770432,12,4+,Strategy,2024
Pixel Cutter!,6443600440,Free,0.0,0,Anka Studios Yazilim ve Pazarlama Limited Sirketi,408209408,11,4+,Strategy,2022
wilderness farm,1455358901,Free,1.0,3,ZERO Dimension,111722496,8,9+,Entertainment,2020
Shape Theory,6449924079,Free,0.0,0,BULLTECH,12796928,17,4+,Strategy,2023
Maverick's Solitaire,1513061865,Free,0.0,0,Larry Bulen,11684864,17,4+,Card,2020
Idle City Management,6444125321,Free,0.0,0,Tuna Ozcelik,80335872,11,4+,Strategy,2022
King of Block Puzzles,1219598535,Free,0.0,0,Sandeep Bhandari,20842496,8,4+,Puzzle,2017
uniTower,1475769584,Free,0.0,0,Doodad Games PTY LTD,62948352,9,4+,Strategy,2019
Shoot Clasher,6504986368,Free,5.0,1,PETNINJA LIMITED,230078464,13,12+,Strategy,2024
League Of Lucky,6738461291,Free,0.0,0,Byounggyu Lee,285373440,11,4+,Casual,2024
Gomoku 2022,1635892337,Free,0.0,0,Traci Weyman,45476864,12,4+,Strategy,2022
Arch Hero Cards,6478779219,Free,0.0,0,Gtap Studio Inc.,154552320,12,12+,Adventure,2024
Glory Quest,6480592452,Free,0.0,0,ADS SMART HOME LIMITED,108769280,12,17+,Action,2024
Harvest Moon: Mad Dash,1490305383,$4.99 ,5.0,2,Natsume Inc.,250499072,9,4+,Strategy,2020
Climb: Math Game,1672621369,Free,5.0,8,Maria Reyna,42781696,16,4+,Education,2023
Cluck Tower,6449168978,Free,1.0,2,"Beijing Mojo Technology Co., Ltd.",647319552,12,4+,Strategy,2023
Prison Escape Breakout,1525336290,Free,0.0,0,Mir Hamza Hasan,157777920,10,4+,Entertainment,2020
ForFour AR,1479525231,Free,5.0,1,Hansjoerg Mikesch,88071168,12,4+,Strategy,2019
Smallest Dungeon,1185221728,Free,5.0,1,More Mountains,112866304,8,12+,Adventure,2018
Color Wood Coins! Sort Puzzle,6478002488,Free,0.0,0,faizan khalid,108052480,12,9+,Puzzle,2024
Fantasy Reality TV,6445912149,Free,0.0,0,Ryan Tensmeyer,57220096,11,4+,Games,2023
Protect The Forest,6463202485,Free,4.0,1,Muzaib Ali,160897024,12,9+,Strategy,2023
